session_id,day,session_start_hour,session_duration_minutes,time_since_last_session_hours,is_weekend,user_type,scroll_velocity_posts_per_min,scroll_depth_percentage,interaction_rate_percentage,time_per_post_seconds,return_to_feed_frequency,primary_content_type,preferred_categories,negative_content_minutes,algorithm_interactions,search_vs_feed_ratio,notification_response_minutes,opening_trigger,background_usage_score,exit_behavior,planned_usage_minutes,actual_usage_minutes,usage_overage_minutes,late_night_usage_minutes,compulsive_checks_count,sleep_hours,baseline_compulsiveness
79,24,22.536984588399157,53.50894091939944,0.38981302191950123,False,heavy,16.65534549867121,35.53987470083776,5.587700663092701,11.613939305183523,5,photo,"news,entertainment",6.152814430231307,10,0.0198626012452586,38.38764861053523,social,0.34448293628790416,intentional,112.14722798987448,177.0756570702569,64.92842908038243,0.0,7,8.836614288299993,0.21290529962796736
80,24,3.88087480006926,120.0,1.9173099438260048,False,moderate,6.030088114009338,26.116938615621798,6.542321529206175,5.609236885916128,4,story,"politics,wellness",1.1248424972896565,6,0.13132174066280572,0.33948537362840003,social,0.3407542499202023,distracted,112.14722798987448,177.0756570702569,64.92842908038243,0.0,7,8.836614288299993,0.21290529962796736
81,25,8.659892834903303,2.181444285564605,1.7694969147441144,False,casual,10.044075252086206,50.38018998624095,1.924244331326515,5.998320682190504,2,text,"news,sports",11.12670410501299,8,0.05778045548030345,23.27411350271528,habit,0.3362944578051781,distracted,40.63806227735658,26.86901201506163,0.0,0.0,8,8.836614288299993,0.21290529962796736
82,25,23.946003785144946,18.44780723548134,0.7161457907276914,False,casual,4.636535129360999,22.935425156327646,5.005492345882942,10.445703920313093,3,photo,"lifestyle,politics",14.841793535226993,8,0.09374716585403747,7.098403416706897,notification,0.5112440694819388,distracted,40.63806227735658,26.86901201506163,0.0,0.0,8,8.836614288299993,0.21290529962796736
83,25,11.287693992842595,120.0,0.6678447949768158,False,moderate,1.3992789057680821,50.998158608356725,5.738110018078783,9.555609227865084,0,story,"sports,news",3.0482839929905756,12,0.4158888690228002,4.837036235550292,notification,0.43745413769351393,distracted,40.63806227735658,26.86901201506163,0.0,0.0,8,8.836614288299993,0.21290529962796736
84,26,17.30571603304017,61.379487362085754,1.426449858671335,True,heavy,6.158409868581716,58.21098648486208,3.1286835635666534,6.750014455078963,2,story,"politics,news",5.2461853597915145,12,0.4430165995596735,1.1050263004419483,social,0.2670534999869088,forced,88.4923848231662,102.07130693255714,13.57892210939093,0.0,3,8.836614288299993,0.21290529962796736
85,26,15.82617760000683,3.389593333370591,2.2162461612737947,True,moderate,8.655820411756471,35.91706852096286,4.335766293123103,1.8149545136059682,2,reel,"news,politics",1.016317863401507,10,0.08336354434266241,3.619088416235711,social,0.20201403941939655,distracted,88.4923848231662,102.07130693255714,13.57892210939093,0.0,3,8.836614288299993,0.21290529962796736
86,26,4.881661514357387,8.233292855110136,1.2029793042941357,True,casual,0.6808323102235859,46.340768991474555,3.678018398937179,2.1486677209613703,3,video,"sports,news",6.679320046784847,6,0.4199480734926974,0.4145741095193188,boredom,0.6424521059587033,intentional,88.4923848231662,102.07130693255714,13.57892210939093,0.0,3,8.836614288299993,0.21290529962796736
87,26,11.44851821249068,4.214812769703527,0.8508100110048008,True,moderate,4.548207756366172,20.8930270124624,8.043106896033713,7.3886401173186105,3,text,"sports,politics",2.92885658294521,6,0.13865227410636832,16.21028236750359,news_check,0.48155538541545206,forced,88.4923848231662,102.07130693255714,13.57892210939093,0.0,3,8.836614288299993,0.21290529962796736
88,27,16.040075262372426,24.62626862290129,0.9375820917491344,True,casual,9.800921920268392,43.487802180672055,2.1315714468549185,2.60526966301823,4,text,"sports,news",1.7688630269140095,7,0.07214630255637774,3.46768426711538,boredom,0.32249599785115013,intentional,61.14918433057839,31.384123160675433,0.0,0.0,4,8.836614288299993,0.21290529962796736
89,27,19.705662328906314,85.58870860477266,2.6753142713859566,True,heavy,35.105914891935186,30.526248999606754,7.616604191091968,2.00983934551485,3,reel,"entertainment,news",1.1552902615322973,3,0.20395523046595992,7.810666766422889,boredom,0.21693014437311045,forced,61.14918433057839,31.384123160675433,0.0,0.0,4,8.836614288299993,0.21290529962796736
90,27,2.2571317528980828,4.422547666930809,2.4508595749795874,True,casual,3.3116299569697474,51.90648730373886,4.25379382377757,15.544632969221192,1,video,"entertainment,lifestyle",0.8153454361522171,11,0.0929968320130106,5.169292073646316,notification,0.3185909490712407,forced,61.14918433057839,31.384123160675433,0.0,0.0,4,8.836614288299993,0.21290529962796736
91,27,19.294590025853537,152.7115872556683,0.16302275142423303,True,casual,7.960740778481674,18.90576779579648,6.832208550560177,2.8813870862060087,1,video,"wellness,news",16.08410555926378,8,0.08980654021344928,2.2049003548485304,boredom,0.5051411264489263,forced,61.14918433057839,31.384123160675433,0.0,0.0,4,8.836614288299993,0.21290529962796736
92,28,7.202769787412473,2.61365430790751,0.6336368420483783,False,moderate,20.67035806394849,2.7963614034624165,4.324633413441131,7.22188328845028,5,reel,"lifestyle,entertainment",15.151393435961198,8,0.2632117060112575,0.6196153915937771,social,0.41925135687360915,intentional,33.70532321962673,37.858693034921465,4.153369815294738,0.0,2,8.836614288299993,0.21290529962796736
93,28,1.3697941830843998,25.614760052026096,3.3122369883602922,False,moderate,14.804898462321043,13.76647401223444,3.5326185854494927,4.690932055642229,4,reel,"news,wellness",15.589561525548792,8,0.10503130502656619,5.979453353335963,news_check,0.23575218718350807,intentional,33.70532321962673,37.858693034921465,4.153369815294738,0.0,2,8.836614288299993,0.21290529962796736
94,28,14.223101595144227,5.932358667722423,0.17161518814652363,False,moderate,7.858627845730695,58.620317590116144,4.454805076877532,5.622273849283521,3,reel,"lifestyle,news",11.119604489222068,7,0.16795942370905,0.9441196171949995,social,0.3715587523844165,distracted,33.70532321962673,37.858693034921465,4.153369815294738,0.0,2,8.836614288299993,0.21290529962796736
95,29,21.134039592560523,20.543072658579906,0.42971320487096726,False,casual,0.9986159149311219,33.96925657617856,1.6981258480945294,5.340439223136152,3,photo,"entertainment,wellness",0.3182642700803143,6,0.3232637955814116,1.9250423110371147,notification,0.18632542163916613,intentional,72.31691030358716,44.776867677147735,0.0,0.0,3,8.836614288299993,0.21290529962796736
96,29,22.59368703691313,15.481377522786005,2.903156721277307,False,moderate,8.201055410632264,85.04496573678725,4.759217457395968,5.1358471052494945,2,photo,"wellness,lifestyle",10.795706537236942,6,0.126397888039603,5.444530974185475,notification,0.15583406558809798,forced,72.31691030358716,44.776867677147735,0.0,0.0,3,8.836614288299993,0.21290529962796736
97,29,11.901235648958288,54.78734953701795,6.949689094649136,False,heavy,32.24930839730453,12.202052331420699,4.885404063164725,4.916691380257743,2,story,"news,sports",8.128664309927208,9,0.18484277151432388,0.7782769303722289,habit,0.10972764143558474,distracted,72.31691030358716,44.776867677147735,0.0,0.0,3,8.836614288299993,0.21290529962796736
